motion_path,source_set,subject,action_category,action_zh,reference_frames,control_steps,duration_seconds,frequency_hz,historical_tracker_success,historical_frame_coverage,historical_done_reason,replay_candidate
KIT/317/turn_left02_poses,official_kit,317,turn_left,左转,486,485,4.85,100.0,True,0.9979423868312757,completed,True
KIT/317/turn_left03_poses,official_kit,317,turn_left,左转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/317/turn_left04_poses,official_kit,317,turn_left,左转,517,516,5.16,100.0,True,0.9980657640232108,completed,True
KIT/317/turn_left05_poses,official_kit,317,turn_left,左转,477,476,4.76,100.0,True,0.9979035639412998,completed,True
KIT/317/turn_left06_poses,official_kit,317,turn_left,左转,532,531,5.31,100.0,True,0.9981203007518797,completed,True
KIT/317/turn_left07_poses,official_kit,317,turn_left,左转,507,506,5.06,100.0,True,0.9980276134122288,completed,True
KIT/317/turn_left08_poses,official_kit,317,turn_left,左转,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/317/turn_left09_poses,official_kit,317,turn_left,左转,482,481,4.81,100.0,True,0.9979253112033195,completed,True
KIT/317/turn_left10_poses,official_kit,317,turn_left,左转,505,504,5.04,100.0,True,0.998019801980198,completed,True
KIT/317/turn_right01_poses,official_kit,317,turn_right,右转,478,477,4.77,100.0,True,0.997907949790795,completed,True
KIT/317/turn_right02_poses,official_kit,317,turn_right,右转,541,540,5.4,100.0,True,0.9981515711645101,completed,True
KIT/317/turn_right03_poses,official_kit,317,turn_right,右转,538,537,5.37,100.0,True,0.9981412639405205,completed,True
KIT/317/turn_right04_poses,official_kit,317,turn_right,右转,496,495,4.95,100.0,True,0.9979838709677419,completed,True
KIT/317/turn_right05_poses,official_kit,317,turn_right,右转,469,468,4.68,100.0,True,0.997867803837953,completed,True
KIT/317/turn_right06_poses,official_kit,317,turn_right,右转,543,542,5.42,100.0,True,0.998158379373849,completed,True
KIT/317/turn_right07_poses,official_kit,317,turn_right,右转,576,575,5.75,100.0,True,0.9982638888888888,completed,True
KIT/317/turn_right08_poses,official_kit,317,turn_right,右转,593,592,5.92,100.0,True,0.9983136593591906,completed,True
KIT/317/turn_right09_poses,official_kit,317,turn_right,右转,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/317/turn_right10_poses,official_kit,317,turn_right,右转,590,589,5.89,100.0,True,0.9983050847457627,completed,True
KIT/317/walking_fast02_poses,official_kit,317,walking_fast,快速直行,481,480,4.8,100.0,True,0.997920997920998,completed,True
KIT/317/walking_fast03_poses,official_kit,317,walking_fast,快速直行,401,400,4.0,100.0,True,0.9975062344139651,completed,True
KIT/317/walking_fast05_poses,official_kit,317,walking_fast,快速直行,311,310,3.1,100.0,True,0.9967845659163987,completed,True
KIT/317/walking_fast06_poses,official_kit,317,walking_fast,快速直行,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/317/walking_fast07_poses,official_kit,317,walking_fast,快速直行,358,357,3.57,100.0,True,0.9972067039106145,completed,True
KIT/317/walking_fast08_poses,official_kit,317,walking_fast,快速直行,425,424,4.24,100.0,True,0.9976470588235294,completed,True
KIT/317/walking_fast09_poses,official_kit,317,walking_fast,快速直行,495,494,4.94,100.0,True,0.997979797979798,completed,True
KIT/317/walking_fast10_poses,official_kit,317,walking_fast,快速直行,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/317/walking_medium01_poses,official_kit,317,walking_medium,中速直行,450,449,4.49,100.0,True,0.9977777777777778,completed,True
KIT/317/walking_medium02_poses,official_kit,317,walking_medium,中速直行,390,389,3.89,100.0,True,0.9974358974358974,completed,True
KIT/317/walking_medium03_poses,official_kit,317,walking_medium,中速直行,459,458,4.58,100.0,True,0.9978213507625272,completed,True
KIT/317/walking_medium04_poses,official_kit,317,walking_medium,中速直行,436,435,4.35,100.0,True,0.9977064220183486,completed,True
KIT/317/walking_medium05_poses,official_kit,317,walking_medium,中速直行,434,433,4.33,100.0,True,0.9976958525345622,completed,True
KIT/317/walking_medium06_poses,official_kit,317,walking_medium,中速直行,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/317/walking_medium07_poses,official_kit,317,walking_medium,中速直行,358,357,3.57,100.0,True,0.9972067039106145,completed,True
KIT/317/walking_medium08_poses,official_kit,317,walking_medium,中速直行,456,455,4.55,100.0,True,0.9978070175438597,completed,True
KIT/317/walking_medium09_poses,official_kit,317,walking_medium,中速直行,454,453,4.53,100.0,True,0.9977973568281938,completed,True
KIT/317/walking_medium10_poses,official_kit,317,walking_medium,中速直行,445,444,4.44,100.0,True,0.9977528089887641,completed,True
KIT/317/walking_run01_poses,official_kit,317,walking_run,跑步,410,409,4.09,100.0,True,0.9975609756097561,completed,True
KIT/317/walking_run02_poses,official_kit,317,walking_run,跑步,448,447,4.47,100.0,True,0.9977678571428571,completed,True
KIT/317/walking_run03_poses,official_kit,317,walking_run,跑步,342,341,3.41,100.0,True,0.9970760233918129,completed,True
KIT/317/walking_run04_poses,official_kit,317,walking_run,跑步,395,394,3.94,100.0,True,0.9974683544303797,completed,True
KIT/317/walking_run05_poses,official_kit,317,walking_run,跑步,395,394,3.94,100.0,True,0.9974683544303797,completed,True
KIT/317/walking_run06_poses,official_kit,317,walking_run,跑步,334,333,3.33,100.0,True,0.9970059880239521,completed,True
KIT/317/walking_run07_poses,official_kit,317,walking_run,跑步,442,441,4.41,100.0,True,0.997737556561086,completed,True
KIT/317/walking_run08_poses,official_kit,317,walking_run,跑步,338,337,3.37,100.0,True,0.9970414201183432,completed,True
KIT/317/walking_run09_poses,official_kit,317,walking_run,跑步,394,393,3.93,100.0,True,0.9974619289340102,completed,True
KIT/317/walking_run10_poses,official_kit,317,walking_run,跑步,390,389,3.89,100.0,True,0.9974358974358974,completed,True
KIT/317/walking_slow03_poses,official_kit,317,walking_slow,慢速直行,629,628,6.28,100.0,True,0.9984101748807631,completed,True
KIT/317/walking_slow04_poses,official_kit,317,walking_slow,慢速直行,657,656,6.56,100.0,True,0.9984779299847792,completed,True
KIT/317/walking_slow05_poses,official_kit,317,walking_slow,慢速直行,647,646,6.46,100.0,True,0.9984544049459042,completed,True
KIT/317/walking_slow06_poses,official_kit,317,walking_slow,慢速直行,610,609,6.09,100.0,True,0.9983606557377049,completed,True
KIT/317/walking_slow07_poses,official_kit,317,walking_slow,慢速直行,592,591,5.91,100.0,True,0.9983108108108109,completed,True
KIT/317/walking_slow08_poses,official_kit,317,walking_slow,慢速直行,536,535,5.35,100.0,True,0.9981343283582089,completed,True
KIT/317/walking_slow09_poses,official_kit,317,walking_slow,慢速直行,535,534,5.34,100.0,True,0.9981308411214953,completed,True
KIT/317/walking_slow10_poses,official_kit,317,walking_slow,慢速直行,562,561,5.61,100.0,True,0.998220640569395,completed,True
KIT/348/turn_left01_poses,official_kit,348,turn_left,左转,621,620,6.2,100.0,True,0.998389694041868,completed,True
KIT/348/turn_left02_poses,official_kit,348,turn_left,左转,620,619,6.19,100.0,True,0.9983870967741936,completed,True
KIT/348/turn_left03_poses,official_kit,348,turn_left,左转,633,632,6.32,100.0,True,0.9984202211690363,completed,True
KIT/348/turn_left04_poses,official_kit,348,turn_left,左转,588,587,5.87,100.0,True,0.9982993197278912,completed,True
KIT/348/turn_left05_poses,official_kit,348,turn_left,左转,613,612,6.12,100.0,True,0.99836867862969,completed,True
KIT/348/turn_left06_poses,official_kit,348,turn_left,左转,628,627,6.27,100.0,True,0.9984076433121019,completed,True
KIT/348/turn_left07_poses,official_kit,348,turn_left,左转,600,599,5.99,100.0,True,0.9983333333333333,completed,True
KIT/348/turn_left08_poses,official_kit,348,turn_left,左转,612,611,6.11,100.0,True,0.9983660130718954,completed,True
KIT/348/turn_left09_poses,official_kit,348,turn_left,左转,562,561,5.61,100.0,True,0.998220640569395,completed,True
KIT/348/turn_left10_poses,official_kit,348,turn_left,左转,611,610,6.1,100.0,True,0.9983633387888707,completed,True
KIT/348/turn_right01_poses,official_kit,348,turn_right,右转,644,643,6.43,100.0,True,0.9984472049689441,completed,True
KIT/348/turn_right02_poses,official_kit,348,turn_right,右转,704,703,7.03,100.0,True,0.9985795454545454,completed,True
KIT/348/turn_right03_poses,official_kit,348,turn_right,右转,618,617,6.17,100.0,True,0.9983818770226537,completed,True
KIT/348/turn_right04_poses,official_kit,348,turn_right,右转,661,660,6.6,100.0,True,0.9984871406959153,completed,True
KIT/348/turn_right05_poses,official_kit,348,turn_right,右转,679,678,6.78,100.0,True,0.9985272459499264,completed,True
KIT/348/turn_right06_poses,official_kit,348,turn_right,右转,616,615,6.15,100.0,True,0.9983766233766234,completed,True
KIT/348/turn_right07_poses,official_kit,348,turn_right,右转,652,651,6.51,100.0,True,0.9984662576687117,completed,True
KIT/348/turn_right08_poses,official_kit,348,turn_right,右转,550,549,5.49,100.0,True,0.9981818181818182,completed,True
KIT/348/turn_right09_poses,official_kit,348,turn_right,右转,655,654,6.54,100.0,True,0.9984732824427481,completed,True
KIT/348/turn_right10_poses,official_kit,348,turn_right,右转,636,635,6.35,100.0,True,0.9984276729559748,completed,True
KIT/348/walking_fast01_poses,official_kit,348,walking_fast,快速直行,440,439,4.39,100.0,True,0.9977272727272727,completed,True
KIT/348/walking_fast02_poses,official_kit,348,walking_fast,快速直行,315,314,3.14,100.0,True,0.9968253968253968,completed,True
KIT/348/walking_fast03_poses,official_kit,348,walking_fast,快速直行,300,299,2.99,100.0,True,0.9966666666666667,completed,True
KIT/348/walking_fast04_poses,official_kit,348,walking_fast,快速直行,427,426,4.26,100.0,True,0.9976580796252927,completed,True
KIT/348/walking_fast05_poses,official_kit,348,walking_fast,快速直行,471,470,4.7,100.0,True,0.9978768577494692,completed,True
KIT/348/walking_fast06_poses,official_kit,348,walking_fast,快速直行,434,433,4.33,100.0,True,0.9976958525345622,completed,True
KIT/348/walking_fast07_poses,official_kit,348,walking_fast,快速直行,405,404,4.04,100.0,True,0.9975308641975309,completed,True
KIT/348/walking_fast08_poses,official_kit,348,walking_fast,快速直行,422,421,4.21,100.0,True,0.9976303317535545,completed,True
KIT/348/walking_fast09_poses,official_kit,348,walking_fast,快速直行,327,326,3.26,100.0,True,0.9969418960244648,completed,True
KIT/348/walking_medium01_poses,official_kit,348,walking_medium,中速直行,404,403,4.03,100.0,True,0.9975247524752475,completed,True
KIT/348/walking_medium02_poses,official_kit,348,walking_medium,中速直行,487,486,4.86,100.0,True,0.997946611909651,completed,True
KIT/348/walking_medium03_poses,official_kit,348,walking_medium,中速直行,426,425,4.25,100.0,True,0.9976525821596244,completed,True
KIT/348/walking_medium04_poses,official_kit,348,walking_medium,中速直行,508,507,5.07,100.0,True,0.9980314960629921,completed,True
KIT/348/walking_medium05_poses,official_kit,348,walking_medium,中速直行,407,406,4.06,100.0,True,0.9975429975429976,completed,True
KIT/348/walking_medium06_poses,official_kit,348,walking_medium,中速直行,435,434,4.34,100.0,True,0.9977011494252873,completed,True
KIT/348/walking_medium07_poses,official_kit,348,walking_medium,中速直行,420,419,4.19,100.0,True,0.9976190476190476,completed,True
KIT/348/walking_medium08_poses,official_kit,348,walking_medium,中速直行,367,366,3.66,100.0,True,0.997275204359673,completed,True
KIT/348/walking_medium09_poses,official_kit,348,walking_medium,中速直行,546,545,5.45,100.0,True,0.9981684981684982,completed,True
KIT/348/walking_medium10_poses,official_kit,348,walking_medium,中速直行,501,500,5.0,100.0,True,0.998003992015968,completed,True
KIT/348/walking_run01_poses,official_kit,348,walking_run,跑步,365,364,3.64,100.0,True,0.9972602739726028,completed,True
KIT/348/walking_run02_poses,official_kit,348,walking_run,跑步,429,428,4.28,100.0,True,0.9976689976689976,completed,True
KIT/348/walking_run03_poses,official_kit,348,walking_run,跑步,465,464,4.64,100.0,True,0.9978494623655914,completed,True
KIT/348/walking_run04_poses,official_kit,348,walking_run,跑步,398,397,3.97,100.0,True,0.9974874371859297,completed,True
KIT/348/walking_run05_poses,official_kit,348,walking_run,跑步,362,361,3.61,100.0,True,0.9972375690607734,completed,True
KIT/348/walking_run06_poses,official_kit,348,walking_run,跑步,419,418,4.18,100.0,True,0.9976133651551312,completed,True
KIT/348/walking_run07_poses,official_kit,348,walking_run,跑步,447,446,4.46,100.0,True,0.9977628635346756,completed,True
KIT/348/walking_run08_poses,official_kit,348,walking_run,跑步,328,327,3.27,100.0,True,0.9969512195121951,completed,True
KIT/348/walking_run09_poses,official_kit,348,walking_run,跑步,473,472,4.72,100.0,True,0.9978858350951374,completed,True
KIT/348/walking_run10_poses,official_kit,348,walking_run,跑步,412,411,4.11,100.0,True,0.9975728155339806,completed,True
KIT/348/walking_slow01_poses,official_kit,348,walking_slow,慢速直行,766,765,7.65,100.0,True,0.9986945169712794,completed,True
KIT/348/walking_slow02_poses,official_kit,348,walking_slow,慢速直行,673,672,6.72,100.0,True,0.9985141158989599,completed,True
KIT/348/walking_slow03_poses,official_kit,348,walking_slow,慢速直行,713,712,7.12,100.0,True,0.9985974754558204,completed,True
KIT/348/walking_slow04_poses,official_kit,348,walking_slow,慢速直行,543,542,5.42,100.0,True,0.998158379373849,completed,True
KIT/348/walking_slow05_poses,official_kit,348,walking_slow,慢速直行,588,587,5.87,100.0,True,0.9982993197278912,completed,True
KIT/348/walking_slow06_poses,official_kit,348,walking_slow,慢速直行,637,636,6.36,100.0,True,0.9984301412872841,completed,True
KIT/348/walking_slow07_poses,official_kit,348,walking_slow,慢速直行,561,560,5.6,100.0,True,0.9982174688057041,completed,True
KIT/348/walking_slow08_poses,official_kit,348,walking_slow,慢速直行,582,581,5.81,100.0,True,0.9982817869415808,completed,True
KIT/348/walking_slow09_poses,official_kit,348,walking_slow,慢速直行,614,613,6.13,100.0,True,0.998371335504886,completed,True
KIT/348/walking_slow10_poses,official_kit,348,walking_slow,慢速直行,596,595,5.95,100.0,True,0.9983221476510067,completed,True
KIT/359/turn_left01_poses,official_kit,359,turn_left,左转,486,485,4.85,100.0,True,0.9979423868312757,completed,True
KIT/359/turn_left02_poses,official_kit,359,turn_left,左转,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/359/turn_left03_poses,official_kit,359,turn_left,左转,489,488,4.88,100.0,True,0.9979550102249489,completed,True
KIT/359/turn_left04_poses,official_kit,359,turn_left,左转,496,495,4.95,100.0,True,0.9979838709677419,completed,True
KIT/359/turn_left05_poses,official_kit,359,turn_left,左转,592,591,5.91,100.0,True,0.9983108108108109,completed,True
KIT/359/turn_left06_poses,official_kit,359,turn_left,左转,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/359/turn_left07_poses,official_kit,359,turn_left,左转,524,523,5.23,100.0,True,0.9980916030534351,completed,True
KIT/359/turn_left08_poses,official_kit,359,turn_left,左转,493,492,4.92,100.0,True,0.9979716024340771,completed,True
KIT/359/turn_left09_poses,official_kit,359,turn_left,左转,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/359/turn_left10_poses,official_kit,359,turn_left,左转,484,483,4.83,100.0,True,0.9979338842975206,completed,True
KIT/359/turn_right02_poses,official_kit,359,turn_right,右转,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/359/turn_right03_poses,official_kit,359,turn_right,右转,567,566,5.66,100.0,True,0.9982363315696648,completed,True
KIT/359/turn_right04_poses,official_kit,359,turn_right,右转,628,627,6.27,100.0,True,0.9984076433121019,completed,True
KIT/359/turn_right05_poses,official_kit,359,turn_right,右转,469,468,4.68,100.0,True,0.997867803837953,completed,True
KIT/359/turn_right06_poses,official_kit,359,turn_right,右转,572,571,5.71,100.0,True,0.9982517482517482,completed,True
KIT/359/turn_right07_poses,official_kit,359,turn_right,右转,517,516,5.16,100.0,True,0.9980657640232108,completed,True
KIT/359/turn_right08_poses,official_kit,359,turn_right,右转,542,541,5.41,100.0,True,0.9981549815498155,completed,True
KIT/359/turn_right09_poses,official_kit,359,turn_right,右转,529,528,5.28,100.0,True,0.998109640831758,completed,True
KIT/359/turn_right10_poses,official_kit,359,turn_right,右转,498,497,4.97,100.0,True,0.9979919678714859,completed,True
KIT/359/walking_fast01_poses,official_kit,359,walking_fast,快速直行,370,369,3.69,100.0,True,0.9972972972972973,completed,True
KIT/359/walking_fast02_poses,official_kit,359,walking_fast,快速直行,424,423,4.23,100.0,True,0.9976415094339622,completed,True
KIT/359/walking_fast03_poses,official_kit,359,walking_fast,快速直行,405,404,4.04,100.0,True,0.9975308641975309,completed,True
KIT/359/walking_fast04_poses,official_kit,359,walking_fast,快速直行,453,452,4.52,100.0,True,0.9977924944812362,completed,True
KIT/359/walking_fast05_poses,official_kit,359,walking_fast,快速直行,433,432,4.32,100.0,True,0.9976905311778291,completed,True
KIT/359/walking_fast06_poses,official_kit,359,walking_fast,快速直行,412,411,4.11,100.0,True,0.9975728155339806,completed,True
KIT/359/walking_fast07_poses,official_kit,359,walking_fast,快速直行,436,435,4.35,100.0,True,0.9977064220183486,completed,True
KIT/359/walking_fast09_poses,official_kit,359,walking_fast,快速直行,386,385,3.85,100.0,True,0.9974093264248705,completed,True
KIT/359/walking_fast10_poses,official_kit,359,walking_fast,快速直行,436,435,4.35,100.0,True,0.9977064220183486,completed,True
KIT/359/walking_medium01_poses,official_kit,359,walking_medium,中速直行,520,519,5.19,100.0,True,0.9980769230769231,completed,True
KIT/359/walking_medium02_poses,official_kit,359,walking_medium,中速直行,496,495,4.95,100.0,True,0.9979838709677419,completed,True
KIT/359/walking_medium03_poses,official_kit,359,walking_medium,中速直行,521,520,5.2,100.0,True,0.9980806142034548,completed,True
KIT/359/walking_medium04_poses,official_kit,359,walking_medium,中速直行,506,505,5.05,100.0,True,0.9980237154150198,completed,True
KIT/359/walking_medium05_poses,official_kit,359,walking_medium,中速直行,515,514,5.14,100.0,True,0.9980582524271845,completed,True
KIT/359/walking_medium06_poses,official_kit,359,walking_medium,中速直行,401,400,4.0,100.0,True,0.9975062344139651,completed,True
KIT/359/walking_medium07_poses,official_kit,359,walking_medium,中速直行,480,479,4.79,100.0,True,0.9979166666666667,completed,True
KIT/359/walking_medium08_poses,official_kit,359,walking_medium,中速直行,513,512,5.12,100.0,True,0.9980506822612085,completed,True
KIT/359/walking_medium09_poses,official_kit,359,walking_medium,中速直行,457,456,4.56,100.0,True,0.9978118161925602,completed,True
KIT/359/walking_medium10_poses,official_kit,359,walking_medium,中速直行,511,510,5.1,100.0,True,0.9980430528375733,completed,True
KIT/359/walking_run01_poses,official_kit,359,walking_run,跑步,546,545,5.45,100.0,True,0.9981684981684982,completed,True
KIT/359/walking_run04_poses,official_kit,359,walking_run,跑步,646,645,6.45,100.0,True,0.9984520123839009,completed,True
KIT/359/walking_run05_poses,official_kit,359,walking_run,跑步,622,621,6.21,100.0,True,0.9983922829581994,completed,True
KIT/359/walking_run06_poses,official_kit,359,walking_run,跑步,510,509,5.09,100.0,True,0.9980392156862745,completed,True
KIT/359/walking_run07_poses,official_kit,359,walking_run,跑步,496,495,4.95,100.0,True,0.9979838709677419,completed,True
KIT/359/walking_run08_poses,official_kit,359,walking_run,跑步,491,490,4.9,100.0,True,0.9979633401221996,completed,True
KIT/359/walking_run09_poses,official_kit,359,walking_run,跑步,448,447,4.47,100.0,True,0.9977678571428571,completed,True
KIT/359/walking_slow01_poses,official_kit,359,walking_slow,慢速直行,715,714,7.14,100.0,True,0.9986013986013986,completed,True
KIT/359/walking_slow02_poses,official_kit,359,walking_slow,慢速直行,722,721,7.21,100.0,True,0.9986149584487535,completed,True
KIT/359/walking_slow03_poses,official_kit,359,walking_slow,慢速直行,624,623,6.23,100.0,True,0.9983974358974359,completed,True
KIT/359/walking_slow04_poses,official_kit,359,walking_slow,慢速直行,621,620,6.2,100.0,True,0.998389694041868,completed,True
KIT/359/walking_slow05_poses,official_kit,359,walking_slow,慢速直行,648,647,6.47,100.0,True,0.9984567901234568,completed,True
KIT/359/walking_slow06_poses,official_kit,359,walking_slow,慢速直行,529,528,5.28,100.0,True,0.998109640831758,completed,True
KIT/359/walking_slow07_poses,official_kit,359,walking_slow,慢速直行,553,552,5.52,100.0,True,0.9981916817359855,completed,True
KIT/359/walking_slow08_poses,official_kit,359,walking_slow,慢速直行,573,572,5.72,100.0,True,0.9982547993019197,completed,True
KIT/359/walking_slow09_poses,official_kit,359,walking_slow,慢速直行,614,613,6.13,100.0,True,0.998371335504886,completed,True
KIT/359/walking_slow10_poses,official_kit,359,walking_slow,慢速直行,701,700,7.0,100.0,True,0.9985734664764622,completed,True
KIT/4/RightTurn01_poses,official_kit,4,turn_right,右转,518,517,5.17,100.0,True,0.9980694980694981,completed,True
KIT/4/RightTurn03_poses,official_kit,4,turn_right,右转,481,480,4.8,100.0,True,0.997920997920998,completed,True
KIT/4/RightTurn04_poses,official_kit,4,turn_right,右转,549,548,5.48,100.0,True,0.9981785063752276,completed,True
KIT/4/RightTurn05_poses,official_kit,4,turn_right,右转,534,533,5.33,100.0,True,0.99812734082397,completed,True
KIT/4/RightTurn06_poses,official_kit,4,turn_right,右转,468,467,4.67,100.0,True,0.9978632478632479,completed,True
KIT/4/RightTurn07_poses,official_kit,4,turn_right,右转,508,507,5.07,100.0,True,0.9980314960629921,completed,True
KIT/4/RightTurn08_poses,official_kit,4,turn_right,右转,532,531,5.31,100.0,True,0.9981203007518797,completed,True
KIT/4/RightTurn09_poses,official_kit,4,turn_right,右转,476,475,4.75,100.0,True,0.9978991596638656,completed,True
KIT/4/RightTurn10_poses,official_kit,4,turn_right,右转,506,505,5.05,100.0,True,0.9980237154150198,completed,True
KIT/4/WalkInClockwiseCircle01_poses,official_kit,4,clockwise_circle,顺时针绕圈,627,626,6.26,100.0,True,0.9984051036682615,completed,True
KIT/4/WalkInClockwiseCircle02_poses,official_kit,4,clockwise_circle,顺时针绕圈,761,760,7.6,100.0,True,0.9986859395532195,completed,True
KIT/4/WalkInClockwiseCircle03_poses,official_kit,4,clockwise_circle,顺时针绕圈,758,757,7.57,100.0,True,0.9986807387862797,completed,True
KIT/4/WalkInClockwiseCircle04_poses,official_kit,4,clockwise_circle,顺时针绕圈,758,757,7.57,100.0,True,0.9986807387862797,completed,True
KIT/4/WalkInClockwiseCircle05_poses,official_kit,4,clockwise_circle,顺时针绕圈,768,767,7.67,100.0,True,0.9986979166666666,completed,True
KIT/4/WalkInClockwiseCircle06_poses,official_kit,4,clockwise_circle,顺时针绕圈,823,822,8.22,100.0,True,0.9987849331713244,completed,True
KIT/4/WalkInClockwiseCircle07_poses,official_kit,4,clockwise_circle,顺时针绕圈,800,799,7.99,100.0,True,0.99875,completed,True
KIT/4/WalkInClockwiseCircle08_poses,official_kit,4,clockwise_circle,顺时针绕圈,823,822,8.22,100.0,True,0.9987849331713244,completed,True
KIT/4/WalkInClockwiseCircle09_poses,official_kit,4,clockwise_circle,顺时针绕圈,720,719,7.19,100.0,True,0.9986111111111111,completed,True
KIT/4/WalkInClockwiseCircle10_poses,official_kit,4,clockwise_circle,顺时针绕圈,772,771,7.71,100.0,True,0.9987046632124352,completed,True
KIT/4/WalkInCounterClockwiseCircle01_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,903,902,9.02,100.0,True,0.9988925802879292,completed,True
KIT/4/WalkInCounterClockwiseCircle02_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,890,889,8.89,100.0,True,0.998876404494382,completed,True
KIT/4/WalkInCounterClockwiseCircle03_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,779,778,7.78,100.0,True,0.9987163029525032,completed,True
KIT/4/WalkInCounterClockwiseCircle04_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,840,839,8.39,100.0,True,0.9988095238095238,completed,True
KIT/4/WalkInCounterClockwiseCircle06_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,838,837,8.37,100.0,True,0.9988066825775657,completed,True
KIT/4/WalkInCounterClockwiseCircle07_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,758,757,7.57,100.0,True,0.9986807387862797,completed,True
KIT/4/WalkInCounterClockwiseCircle08_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,854,853,8.53,100.0,True,0.9988290398126464,completed,True
KIT/4/WalkInCounterClockwiseCircle09_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,737,736,7.36,100.0,True,0.9986431478968792,completed,True
KIT/4/WalkInCounterClockwiseCircle10_poses,official_kit,4,counterclockwise_circle,逆时针绕圈,607,606,6.06,100.0,True,0.9983525535420099,completed,True
KIT/4/WalkingStraightBackwards01_poses,official_kit,4,straight_backward,直线后退,618,617,6.17,100.0,True,0.9983818770226537,completed,True
KIT/4/WalkingStraightBackwards02_poses,official_kit,4,straight_backward,直线后退,545,544,5.44,100.0,True,0.998165137614679,completed,True
KIT/4/WalkingStraightBackwards03_poses,official_kit,4,straight_backward,直线后退,633,632,6.32,100.0,True,0.9984202211690363,completed,True
KIT/4/WalkingStraightBackwards04_poses,official_kit,4,straight_backward,直线后退,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/4/WalkingStraightBackwards05_poses,official_kit,4,straight_backward,直线后退,538,537,5.37,100.0,True,0.9981412639405205,completed,True
KIT/4/WalkingStraightBackwards06_poses,official_kit,4,straight_backward,直线后退,582,581,5.81,100.0,True,0.9982817869415808,completed,True
KIT/4/WalkingStraightBackwards07_poses,official_kit,4,straight_backward,直线后退,534,533,5.33,100.0,True,0.99812734082397,completed,True
KIT/4/WalkingStraightBackwards08_poses,official_kit,4,straight_backward,直线后退,435,434,4.34,100.0,True,0.9977011494252873,completed,True
KIT/4/WalkingStraightBackwards09_poses,official_kit,4,straight_backward,直线后退,546,545,5.45,100.0,True,0.9981684981684982,completed,True
KIT/4/WalkingStraightForward01_poses,official_kit,4,straight_forward,直线前进,372,371,3.71,100.0,True,0.9973118279569892,completed,True
KIT/4/WalkingStraightForward02_poses,official_kit,4,straight_forward,直线前进,525,524,5.24,100.0,True,0.9980952380952381,completed,True
KIT/4/WalkingStraightForward03_poses,official_kit,4,straight_forward,直线前进,563,562,5.62,100.0,True,0.9982238010657194,completed,True
KIT/4/WalkingStraightForward04_poses,official_kit,4,straight_forward,直线前进,560,559,5.59,100.0,True,0.9982142857142857,completed,True
KIT/4/WalkingStraightForward05_poses,official_kit,4,straight_forward,直线前进,583,582,5.82,100.0,True,0.9982847341337907,completed,True
KIT/4/WalkingStraightForward06_poses,official_kit,4,straight_forward,直线前进,610,609,6.09,100.0,True,0.9983606557377049,completed,True
KIT/4/WalkingStraightForward07_poses,official_kit,4,straight_forward,直线前进,574,573,5.73,100.0,True,0.9982578397212544,completed,True
KIT/4/WalkingStraightForward08_poses,official_kit,4,straight_forward,直线前进,614,613,6.13,100.0,True,0.998371335504886,completed,True
KIT/4/WalkingStraightForward09_poses,official_kit,4,straight_forward,直线前进,624,623,6.23,100.0,True,0.9983974358974359,completed,True
KIT/424/turn_left01_poses,official_kit,424,turn_left,左转,507,506,5.06,100.0,True,0.9980276134122288,completed,True
KIT/424/turn_left02_poses,official_kit,424,turn_left,左转,484,483,4.83,100.0,True,0.9979338842975206,completed,True
KIT/424/turn_left04_poses,official_kit,424,turn_left,左转,629,628,6.28,100.0,True,0.9984101748807631,completed,True
KIT/424/turn_left05_poses,official_kit,424,turn_left,左转,711,710,7.1,100.0,True,0.9985935302390999,completed,True
KIT/424/turn_left06_poses,official_kit,424,turn_left,左转,711,710,7.1,100.0,True,0.9985935302390999,completed,True
KIT/424/turn_left07_poses,official_kit,424,turn_left,左转,717,716,7.16,100.0,True,0.99860529986053,completed,True
KIT/424/turn_left08_poses,official_kit,424,turn_left,左转,585,584,5.84,100.0,True,0.9982905982905983,completed,True
KIT/424/turn_left09_poses,official_kit,424,turn_left,左转,611,610,6.1,100.0,True,0.9983633387888707,completed,True
KIT/424/turn_left10_poses,official_kit,424,turn_left,左转,636,635,6.35,100.0,True,0.9984276729559748,completed,True
